id,strategy_name,trade_duration,market_name,symbol,market_category,signal_direction,signal_opening_price,signal_high_price,signal_low_price,signal_closing_price,signal_sma_num,signal_average_price,signal_date,signal_date_day,signal_date_num_day,signal_date_month,signal_date_num_month,signal_date_year,opening_price,starting_date,opening_date_day,opening_date_num_day,opening_date_month,opening_date_num_month,opening_date_year,ending_date,closing_price,closing_hit_after_days,closing_date_day,closing_date_num_day,closing_date_month,closing_date_num_month,closing_date_year,min_lows,min_date,min_hit_after_days,min_date_day,min_date_num_day,min_date_month,min_date_num_month,min_date_year,min_diff_to_open,max_highs,max_date,max_hit_after_days,max_date_day,max_date_num_day,max_date_month,max_date_num_month,max_date_year,max_diff_to_open,min_max_diff,profit,singal_price_diff_to_sma,signal_position_to_sma,gap_size_ontrade_date,gap_position,cumulative_return,sl_is_sl_hit,sl_date,sl_date_day,sl_date_num_day,sl_date_month,sl_date_num_month,sl_date_year,sl_hit_after,sl_closing,sl_loss,sl_count,tp_is_hit,tp_date,tp_date_day,tp_date_num_day,tp_date_month,tp_date_num_month,tp_date_year,tp_hit_after,tp_closing,tp_gain,tp_count
48,ttm,0,stock,spy,sp_100_daily,Bear,268.81,269.06,265.61,266.61,247.1527,267.335,2018-04-20,Friday,5,April,3,2018,267.26,2018-04-23,Monday,1,April,3,2018,2018-04-23,266.57,0,Monday,1,April,3,2018,265.35,2018-04-23,0,Monday,1,April,3,2018,1.91,267.89,2018-04-23,0,Monday,1,April,3,2018,0.63,-2.54,0.69,20.1823,1,0.65,1,0.2581755594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-04-23,Monday,1,April,3,2018,0,266.57,0.69,1
49,ttm,0,stock,spy,sp_100_daily,Bear,237.18,237.24,236.19,236.9,207.641,236.715,2017-03-14,Tuesday,2,March,2,2017,237.56,2017-03-15,Wednesday,3,March,2,2017,2017-03-15,238.95,0,Wednesday,3,March,2,2017,237.29,2017-03-15,0,Wednesday,3,March,2,2017,0.27,239.44,2017-03-15,0,Wednesday,3,March,2,2017,1.88,-2.15,-1.39,29.074,1,0.66,1,-0.5851153393,1,2017-03-15,Wednesday,3,March,2,2017,0,238.95,-1.39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,ttm,0,stock,spy,sp_100_daily,Bear,283.71,283.82,280.38,281.42,254.3631,282.1,2018-07-27,Friday,5,July,6,2018,281.51,2018-07-30,Monday,1,July,6,2018,2018-07-30,279.95,0,Monday,1,July,6,2018,279.36,2018-07-30,0,Monday,1,July,6,2018,2.15,281.69,2018-07-30,0,Monday,1,July,6,2018,0.18,-2.33,1.56,27.7369,1,0.09,1,0.5541543817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-07-30,Monday,1,July,6,2018,0,279.95,1.56,1
51,ttm,0,stock,spy,sp_100_daily,Bear,235.8,236.03,233.91,235.33,210.0585,234.97,2017-04-03,Monday,1,April,3,2017,235,2017-04-04,Tuesday,2,April,3,2017,2017-04-04,235.48,0,Tuesday,2,April,3,2017,234.56,2017-04-04,0,Tuesday,2,April,3,2017,0.44,235.58,2017-04-04,0,Tuesday,2,April,3,2017,0.58,-1.02,-0.48,24.9115,1,-0.33,-1,-0.2042553191,1,2017-04-04,Tuesday,2,April,3,2017,0,235.48,-0.48,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,ttm,0,stock,spy,sp_100_daily,Bear,265.92,269.97,262.44,269.84,258.0526,266.205,2018-12-06,Thursday,4,December,11,2018,269.46,2018-12-07,Friday,5,December,11,2018,2018-12-07,263.57,0,Friday,5,December,11,2018,262.63,2018-12-07,0,Friday,5,December,11,2018,6.83,271.22,2018-12-07,0,Friday,5,December,11,2018,1.76,-8.59,5.89,8.1524,1,-0.38,-1,2.185853188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-12-07,Friday,5,December,11,2018,0,263.57,5.89,1
53,ttm,0,stock,spy,sp_100_daily,Bear,242.9,244.19,242.2,242.71,221.9984,243.195,2017-08-18,Friday,5,August,7,2017,242.64,2017-08-21,Monday,1,August,7,2017,2017-08-21,242.9,0,Monday,1,August,7,2017,241.83,2017-08-21,0,Monday,1,August,7,2017,0.81,243.2,2017-08-21,0,Monday,1,August,7,2017,0.56,-1.37,-0.26,21.1966,1,-0.07,-1,-0.1071546324,1,2017-08-21,Monday,1,August,7,2017,0,242.9,-0.26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,ttm,0,stock,spy,sp_100_daily,Bear,290.15,290.81,285.81,287.93,266.7889,288.31,2019-05-07,Tuesday,2,May,4,2019,287.53,2019-05-08,Wednesday,3,May,4,2019,2019-05-08,287.53,0,Wednesday,3,May,4,2019,286.87,2019-05-08,0,Wednesday,3,May,4,2019,0.66,289.43,2019-05-08,0,Wednesday,3,May,4,2019,1.9,-2.56,0,21.5211,1,-0.4,-1,0,1,2019-05-08,Wednesday,3,May,4,2019,0,287.53,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,ttm,0,stock,spy,sp_100_daily,Bear,268.81,269.06,265.61,266.61,247.1527,267.335,2018-04-20,Friday,5,April,3,2018,267.26,2018-04-23,Monday,1,April,3,2018,2018-04-23,266.57,0,Monday,1,April,3,2018,265.35,2018-04-23,0,Monday,1,April,3,2018,1.91,267.89,2018-04-23,0,Monday,1,April,3,2018,0.63,-2.54,0.69,20.1823,1,0.65,1,0.2581755594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-04-23,Monday,1,April,3,2018,0,266.57,0.69,1
56,ttm,0,stock,spy,sp_100_daily,Bear,284.06,285.96,283.12,283.95,268.0154,284.54,2019-05-20,Monday,1,May,4,2019,285.83,2019-05-21,Tuesday,2,May,4,2019,2019-05-21,286.51,0,Tuesday,2,May,4,2019,285.55,2019-05-21,0,Tuesday,2,May,4,2019,0.28,286.93,2019-05-21,0,Tuesday,2,May,4,2019,1.1,-1.38,-0.68,16.5246,1,1.88,1,-0.237903649,1,2019-05-21,Tuesday,2,May,4,2019,0,286.51,-0.68,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,ttm,0,stock,spy,sp_100_daily,Bear,283.71,283.82,280.38,281.42,254.3631,282.1,2018-07-27,Friday,5,July,6,2018,281.51,2018-07-30,Monday,1,July,6,2018,2018-07-30,279.95,0,Monday,1,July,6,2018,279.36,2018-07-30,0,Monday,1,July,6,2018,2.15,281.69,2018-07-30,0,Monday,1,July,6,2018,0.18,-2.33,1.56,27.7369,1,0.09,1,0.5541543817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-07-30,Monday,1,July,6,2018,0,279.95,1.56,1
58,ttm,0,stock,spy,sp_100_daily,Bear,283.16,283.21,280.57,282.14,268.3358,281.89,2019-05-23,Thursday,4,May,4,2019,283.74,2019-05-24,Friday,5,May,4,2019,2019-05-24,282.78,0,Friday,5,May,4,2019,282.09,2019-05-24,0,Friday,5,May,4,2019,1.65,284.2,2019-05-24,0,Friday,5,May,4,2019,0.46,-2.11,0.96,13.5542,1,1.6,1,0.338337915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24,Friday,5,May,4,2019,0,282.78,0.96,1
59,ttm,0,stock,spy,sp_100_daily,Bear,265.92,269.97,262.44,269.84,258.0526,266.205,2018-12-06,Thursday,4,December,11,2018,269.46,2018-12-07,Friday,5,December,11,2018,2018-12-07,263.57,0,Friday,5,December,11,2018,262.63,2018-12-07,0,Friday,5,December,11,2018,6.83,271.22,2018-12-07,0,Friday,5,December,11,2018,1.76,-8.59,5.89,8.1524,1,-0.38,-1,2.185853188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-12-07,Friday,5,December,11,2018,0,263.57,5.89,1
60,ttm,0,stock,spy,sp_100_daily,Bear,299.91,301.17,299.49,300.72,274.1006,300.33,2019-07-30,Tuesday,2,July,6,2019,300.99,2019-07-31,Wednesday,3,July,6,2019,2019-07-31,297.43,0,Wednesday,3,July,6,2019,295.2,2019-07-31,0,Wednesday,3,July,6,2019,5.79,301.2,2019-07-31,0,Wednesday,3,July,6,2019,0.21,-6,3.56,26.2294,1,0.27,1,1.182763547,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-07-31,Wednesday,3,July,6,2019,0,297.43,3.56,1
61,ttm,0,stock,spy,sp_100_daily,Bear,290.15,290.81,285.81,287.93,266.7889,288.31,2019-05-07,Tuesday,2,May,4,2019,287.53,2019-05-08,Wednesday,3,May,4,2019,2019-05-08,287.53,0,Wednesday,3,May,4,2019,286.87,2019-05-08,0,Wednesday,3,May,4,2019,0.66,289.43,2019-05-08,0,Wednesday,3,May,4,2019,1.9,-2.56,0,21.5211,1,-0.4,-1,0,1,2019-05-08,Wednesday,3,May,4,2019,0,287.53,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,ttm,0,stock,spy,sp_100_daily,Bear,285.31,290.66,281.52,282.79,269.4904,286.09,2020-05-01,Friday,5,May,4,2020,280.74,2020-05-04,Monday,1,May,4,2020,2020-05-04,283.57,0,Monday,1,May,4,2020,279.13,2020-05-04,0,Monday,1,May,4,2020,1.61,283.9,2020-05-04,0,Monday,1,May,4,2020,3.16,-4.77,-2.83,16.5996,1,-2.05,-1,-1.008050153,1,2020-05-04,Monday,1,May,4,2020,0,283.57,-2.83,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,ttm,0,stock,spy,sp_100_daily,Bear,284.06,285.96,283.12,283.95,268.0154,284.54,2019-05-20,Monday,1,May,4,2019,285.83,2019-05-21,Tuesday,2,May,4,2019,2019-05-21,286.51,0,Tuesday,2,May,4,2019,285.55,2019-05-21,0,Tuesday,2,May,4,2019,0.28,286.93,2019-05-21,0,Tuesday,2,May,4,2019,1.1,-1.38,-0.68,16.5246,1,1.88,1,-0.237903649,1,2019-05-21,Tuesday,2,May,4,2019,0,286.51,-0.68,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,ttm,0,stock,spy,sp_100_daily,Bear,346.13,347.83,334.87,342.57,314.967,341.35,2020-09-04,Friday,5,September,8,2020,336.71,2020-09-08,Tuesday,2,September,8,2020,2020-09-08,333.21,0,Tuesday,2,September,8,2020,332.88,2020-09-08,0,Tuesday,2,September,8,2020,3.83,342.64,2020-09-08,0,Tuesday,2,September,8,2020,5.93,-9.76,3.5,26.383,1,-5.86,-1,1.039470167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-09-08,Tuesday,2,September,8,2020,0,333.21,3.5,1
65,ttm,0,stock,spy,sp_100_daily,Bear,283.16,283.21,280.57,282.14,268.3358,281.89,2019-05-23,Thursday,4,May,4,2019,283.74,2019-05-24,Friday,5,May,4,2019,2019-05-24,282.78,0,Friday,5,May,4,2019,282.09,2019-05-24,0,Friday,5,May,4,2019,1.65,284.2,2019-05-24,0,Friday,5,May,4,2019,0.46,-2.11,0.96,13.5542,1,1.6,1,0.338337915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24,Friday,5,May,4,2019,0,282.78,0.96,1
66,ttm,0,stock,spy,sp_100_daily,Bear,237.18,237.24,236.19,236.9,207.641,236.715,2017-03-14,Tuesday,2,March,2,2017,237.56,2017-03-15,Wednesday,3,March,2,2017,2017-03-15,238.95,0,Wednesday,3,March,2,2017,237.29,2017-03-15,0,Wednesday,3,March,2,2017,0.27,239.44,2017-03-15,0,Wednesday,3,March,2,2017,1.88,-2.15,-1.39,29.074,1,0.66,1,-0.5851153393,1,2017-03-15,Wednesday,3,March,2,2017,0,238.95,-1.39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,ttm,0,stock,spy,sp_100_daily,Bear,335.37,335.49,327.97,330.65,319.441,331.73,2020-09-18,Friday,5,September,8,2020,325.7,2020-09-21,Monday,1,September,8,2020,2020-09-21,326.97,0,Monday,1,September,8,2020,321.73,2020-09-21,0,Monday,1,September,8,2020,3.97,327.13,2020-09-21,0,Monday,1,September,8,2020,1.43,-5.4,-1.27,12.289,1,-4.95,-1,-0.3899293829,1,2020-09-21,Monday,1,September,8,2020,0,326.97,-1.27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,ttm,0,stock,spy,sp_100_daily,Bear,299.91,301.17,299.49,300.72,274.1006,300.33,2019-07-30,Tuesday,2,July,6,2019,300.99,2019-07-31,Wednesday,3,July,6,2019,2019-07-31,297.43,0,Wednesday,3,July,6,2019,295.2,2019-07-31,0,Wednesday,3,July,6,2019,5.79,301.2,2019-07-31,0,Wednesday,3,July,6,2019,0.21,-6,3.56,26.2294,1,0.27,1,1.182763547,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-07-31,Wednesday,3,July,6,2019,0,297.43,3.56,1
69,ttm,0,stock,spy,sp_100_daily,Bear,235.8,236.03,233.91,235.33,210.0585,234.97,2017-04-03,Monday,1,April,3,2017,235,2017-04-04,Tuesday,2,April,3,2017,2017-04-04,235.48,0,Tuesday,2,April,3,2017,234.56,2017-04-04,0,Tuesday,2,April,3,2017,0.44,235.58,2017-04-04,0,Tuesday,2,April,3,2017,0.58,-1.02,-0.48,24.9115,1,-0.33,-1,-0.2042553191,1,2017-04-04,Tuesday,2,April,3,2017,0,235.48,-0.48,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,ttm,0,stock,spy,sp_100_daily,Bear,385.79,386.83,381.31,381.42,368.1857,384.07,2021-03-03,Wednesday,3,March,2,2021,381.22,2021-03-04,Thursday,4,March,2,2021,2021-03-04,376.7,0,Thursday,4,March,2,2021,371.88,2021-03-04,0,Thursday,4,March,2,2021,9.34,384,2021-03-04,0,Thursday,4,March,2,2021,2.78,-12.12,4.52,15.8843,1,-0.2,-1,1.185667069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021-03-04,Thursday,4,March,2,2021,0,376.7,4.52,1
71,ttm,0,stock,spy,sp_100_daily,Bear,285.31,290.66,281.52,282.79,269.4904,286.09,2020-05-01,Friday,5,May,4,2020,280.74,2020-05-04,Monday,1,May,4,2020,2020-05-04,283.57,0,Monday,1,May,4,2020,279.13,2020-05-04,0,Monday,1,May,4,2020,1.61,283.9,2020-05-04,0,Monday,1,May,4,2020,3.16,-4.77,-2.83,16.5996,1,-2.05,-1,-1.008050153,1,2020-05-04,Monday,1,May,4,2020,0,283.57,-2.83,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,ttm,0,stock,spy,sp_100_daily,Bear,242.9,244.19,242.2,242.71,221.9984,243.195,2017-08-18,Friday,5,August,7,2017,242.64,2017-08-21,Monday,1,August,7,2017,2017-08-21,242.9,0,Monday,1,August,7,2017,241.83,2017-08-21,0,Monday,1,August,7,2017,0.81,243.2,2017-08-21,0,Monday,1,August,7,2017,0.56,-1.37,-0.26,21.1966,1,-0.07,-1,-0.1071546324,1,2017-08-21,Monday,1,August,7,2017,0,242.9,-0.26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,ttm,0,stock,spy,sp_100_daily,Bear,449.41,451.605,438.94,440.46,451.8957,445.2725,2022-02-11,Friday,5,February,1,2022,439.92,2022-02-14,Monday,1,February,1,2022,2022-02-14,439.02,0,Monday,1,February,1,2022,435.34,2022-02-14,0,Monday,1,February,1,2022,4.58,441.6,2022-02-14,0,Monday,1,February,1,2022,1.68,-6.26,0.9,-6.6232,-1,-0.54,-1,0.2045826514,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-02-14,Monday,1,February,1,2022,0,439.02,0.9,1
74,ttm,0,stock,spy,sp_100_daily,Bear,346.13,347.83,334.87,342.57,314.967,341.35,2020-09-04,Friday,5,September,8,2020,336.71,2020-09-08,Tuesday,2,September,8,2020,2020-09-08,333.21,0,Tuesday,2,September,8,2020,332.88,2020-09-08,0,Tuesday,2,September,8,2020,3.83,342.64,2020-09-08,0,Tuesday,2,September,8,2020,5.93,-9.76,3.5,26.383,1,-5.86,-1,1.039470167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2020-09-08,Tuesday,2,September,8,2020,0,333.21,3.5,1
75,ttm,0,stock,spy,sp_100_daily,Bear,268.81,269.06,265.61,266.61,247.1527,267.335,2018-04-20,Friday,5,April,3,2018,267.26,2018-04-23,Monday,1,April,3,2018,2018-04-23,266.57,0,Monday,1,April,3,2018,265.35,2018-04-23,0,Monday,1,April,3,2018,1.91,267.89,2018-04-23,0,Monday,1,April,3,2018,0.63,-2.54,0.69,20.1823,1,0.65,1,0.2581755594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-04-23,Monday,1,April,3,2018,0,266.57,0.69,1
76,ttm,0,stock,spy,sp_100_daily,Bear,437.33,438.66,431.82,434.23,450.041,435.24,2022-02-18,Friday,5,February,1,2022,431.89,2022-02-22,Tuesday,2,February,1,2022,2022-02-22,429.57,0,Tuesday,2,February,1,2022,425.86,2022-02-22,0,Tuesday,2,February,1,2022,6.03,435.5,2022-02-22,0,Tuesday,2,February,1,2022,3.61,-9.64,2.32,-14.801,-1,-2.34,-1,0.5371738174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-02-22,Tuesday,2,February,1,2022,0,429.57,2.32,1
77,ttm,0,stock,spy,sp_100_daily,Bear,335.37,335.49,327.97,330.65,319.441,331.73,2020-09-18,Friday,5,September,8,2020,325.7,2020-09-21,Monday,1,September,8,2020,2020-09-21,326.97,0,Monday,1,September,8,2020,321.73,2020-09-21,0,Monday,1,September,8,2020,3.97,327.13,2020-09-21,0,Monday,1,September,8,2020,1.43,-5.4,-1.27,12.289,1,-4.95,-1,-0.3899293829,1,2020-09-21,Monday,1,September,8,2020,0,326.97,-1.27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,ttm,0,stock,spy,sp_100_daily,Bear,283.71,283.82,280.38,281.42,254.3631,282.1,2018-07-27,Friday,5,July,6,2018,281.51,2018-07-30,Monday,1,July,6,2018,2018-07-30,279.95,0,Monday,1,July,6,2018,279.36,2018-07-30,0,Monday,1,July,6,2018,2.15,281.69,2018-07-30,0,Monday,1,July,6,2018,0.18,-2.33,1.56,27.7369,1,0.09,1,0.5541543817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-07-30,Monday,1,July,6,2018,0,279.95,1.56,1
79,ttm,0,stock,spy,sp_100_daily,Bear,237.18,237.24,236.19,236.9,207.641,236.715,2017-03-14,Tuesday,2,March,2,2017,237.56,2017-03-15,Wednesday,3,March,2,2017,2017-03-15,238.95,0,Wednesday,3,March,2,2017,237.29,2017-03-15,0,Wednesday,3,March,2,2017,0.27,239.44,2017-03-15,0,Wednesday,3,March,2,2017,1.88,-2.15,-1.39,29.074,1,0.66,1,-0.5851153393,1,2017-03-15,Wednesday,3,March,2,2017,0,238.95,-1.39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,ttm,0,stock,spy,sp_100_daily,Bear,431.55,432.3018,419.36,419.43,444.784,425.8309,2022-03-07,Monday,1,March,2,2022,419.62,2022-03-08,Tuesday,2,March,2,2022,2022-03-08,416.25,0,Tuesday,2,March,2,2022,415.12,2022-03-08,0,Tuesday,2,March,2,2022,4.5,427.21,2022-03-08,0,Tuesday,2,March,2,2022,7.59,-12.09,3.37,-18.9531,-1,0.19,1,0.8031075735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-03-08,Tuesday,2,March,2,2022,0,416.25,3.37,1
81,ttm,0,stock,spy,sp_100_daily,Bear,385.79,386.83,381.31,381.42,368.1857,384.07,2021-03-03,Wednesday,3,March,2,2021,381.22,2021-03-04,Thursday,4,March,2,2021,2021-03-04,376.7,0,Thursday,4,March,2,2021,371.88,2021-03-04,0,Thursday,4,March,2,2021,9.34,384,2021-03-04,0,Thursday,4,March,2,2021,2.78,-12.12,4.52,15.8843,1,-0.2,-1,1.185667069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021-03-04,Thursday,4,March,2,2021,0,376.7,4.52,1
82,ttm,0,stock,spy,sp_100_daily,Bear,265.92,269.97,262.44,269.84,258.0526,266.205,2018-12-06,Thursday,4,December,11,2018,269.46,2018-12-07,Friday,5,December,11,2018,2018-12-07,263.57,0,Friday,5,December,11,2018,262.63,2018-12-07,0,Friday,5,December,11,2018,6.83,271.22,2018-12-07,0,Friday,5,December,11,2018,1.76,-8.59,5.89,8.1524,1,-0.38,-1,2.185853188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-12-07,Friday,5,December,11,2018,0,263.57,5.89,1
83,ttm,0,stock,spy,sp_100_daily,Bear,235.8,236.03,233.91,235.33,210.0585,234.97,2017-04-03,Monday,1,April,3,2017,235,2017-04-04,Tuesday,2,April,3,2017,2017-04-04,235.48,0,Tuesday,2,April,3,2017,234.56,2017-04-04,0,Tuesday,2,April,3,2017,0.44,235.58,2017-04-04,0,Tuesday,2,April,3,2017,0.58,-1.02,-0.48,24.9115,1,-0.33,-1,-0.2042553191,1,2017-04-04,Tuesday,2,April,3,2017,0,235.48,-0.48,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,ttm,0,stock,spy,sp_100_daily,Bear,388.62,394.14,387.11,389.46,423.837,390.625,2022-05-19,Thursday,4,May,4,2022,393.25,2022-05-20,Friday,5,May,4,2022,2022-05-20,389.63,0,Friday,5,May,4,2022,380.54,2022-05-20,0,Friday,5,May,4,2022,12.71,397.03,2022-05-20,0,Friday,5,May,4,2022,3.78,-16.49,3.62,-33.212,-1,3.79,1,0.9205340114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-05-20,Friday,5,May,4,2022,0,389.63,3.62,1
85,ttm,0,stock,spy,sp_100_daily,Bear,449.41,451.605,438.94,440.46,451.8957,445.2725,2022-02-11,Friday,5,February,1,2022,439.92,2022-02-14,Monday,1,February,1,2022,2022-02-14,439.02,0,Monday,1,February,1,2022,435.34,2022-02-14,0,Monday,1,February,1,2022,4.58,441.6,2022-02-14,0,Monday,1,February,1,2022,1.68,-6.26,0.9,-6.6232,-1,-0.54,-1,0.2045826514,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-02-14,Monday,1,February,1,2022,0,439.02,0.9,1
86,ttm,0,stock,spy,sp_100_daily,Bear,290.15,290.81,285.81,287.93,266.7889,288.31,2019-05-07,Tuesday,2,May,4,2019,287.53,2019-05-08,Wednesday,3,May,4,2019,2019-05-08,287.53,0,Wednesday,3,May,4,2019,286.87,2019-05-08,0,Wednesday,3,May,4,2019,0.66,289.43,2019-05-08,0,Wednesday,3,May,4,2019,1.9,-2.56,0,21.5211,1,-0.4,-1,0,1,2019-05-08,Wednesday,3,May,4,2019,0,287.53,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,ttm,0,stock,spy,sp_100_daily,Bear,242.9,244.19,242.2,242.71,221.9984,243.195,2017-08-18,Friday,5,August,7,2017,242.64,2017-08-21,Monday,1,August,7,2017,2017-08-21,242.9,0,Monday,1,August,7,2017,241.83,2017-08-21,0,Monday,1,August,7,2017,0.81,243.2,2017-08-21,0,Monday,1,August,7,2017,0.56,-1.37,-0.26,21.1966,1,-0.07,-1,-0.1071546324,1,2017-08-21,Monday,1,August,7,2017,0,242.9,-0.26,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,ttm,0,stock,spy,sp_100_daily,Bear,368.97,373.2933,360.94,362.79,394.7103,367.11665,2022-10-07,Friday,5,October,9,2022,363.96,2022-10-10,Monday,1,October,9,2022,2022-10-10,360.02,0,Monday,1,October,9,2022,357.67,2022-10-10,0,Monday,1,October,9,2022,6.29,364.21,2022-10-10,0,Monday,1,October,9,2022,0.25,-6.54,3.94,-27.59365,-1,1.17,1,1.082536542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-10-10,Monday,1,October,9,2022,0,360.02,3.94,1
89,ttm,0,stock,spy,sp_100_daily,Bear,437.33,438.66,431.82,434.23,450.041,435.24,2022-02-18,Friday,5,February,1,2022,431.89,2022-02-22,Tuesday,2,February,1,2022,2022-02-22,429.57,0,Tuesday,2,February,1,2022,425.86,2022-02-22,0,Tuesday,2,February,1,2022,6.03,435.5,2022-02-22,0,Tuesday,2,February,1,2022,3.61,-9.64,2.32,-14.801,-1,-2.34,-1,0.5371738174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-02-22,Tuesday,2,February,1,2022,0,429.57,2.32,1
90,ttm,0,stock,spy,sp_100_daily,Bear,284.06,285.96,283.12,283.95,268.0154,284.54,2019-05-20,Monday,1,May,4,2019,285.83,2019-05-21,Tuesday,2,May,4,2019,2019-05-21,286.51,0,Tuesday,2,May,4,2019,285.55,2019-05-21,0,Tuesday,2,May,4,2019,0.28,286.93,2019-05-21,0,Tuesday,2,May,4,2019,1.1,-1.38,-0.68,16.5246,1,1.88,1,-0.237903649,1,2019-05-21,Tuesday,2,May,4,2019,0,286.51,-0.68,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,ttm,0,stock,spy,sp_100_daily,Bear,268.81,269.06,265.61,266.61,247.1527,267.335,2018-04-20,Friday,5,April,3,2018,267.26,2018-04-23,Monday,1,April,3,2018,2018-04-23,266.57,0,Monday,1,April,3,2018,265.35,2018-04-23,0,Monday,1,April,3,2018,1.91,267.89,2018-04-23,0,Monday,1,April,3,2018,0.63,-2.54,0.69,20.1823,1,0.65,1,0.2581755594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-04-23,Monday,1,April,3,2018,0,266.57,0.69,1
92,ttm,0,stock,spy,sp_100_daily,Bear,399.09,400.81,395.11,395.91,378.533,397.96,2022-11-28,Monday,1,November,10,2022,396.05,2022-11-29,Tuesday,2,November,10,2022,2022-11-29,395.23,0,Tuesday,2,November,10,2022,393.3,2022-11-29,0,Tuesday,2,November,10,2022,2.75,397.3,2022-11-29,0,Tuesday,2,November,10,2022,1.25,-4,0.82,19.427,1,0.14,1,0.2070445651,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-11-29,Tuesday,2,November,10,2022,0,395.23,0.82,1
93,ttm,0,stock,spy,sp_100_daily,Bear,431.55,432.3018,419.36,419.43,444.784,425.8309,2022-03-07,Monday,1,March,2,2022,419.62,2022-03-08,Tuesday,2,March,2,2022,2022-03-08,416.25,0,Tuesday,2,March,2,2022,415.12,2022-03-08,0,Tuesday,2,March,2,2022,4.5,427.21,2022-03-08,0,Tuesday,2,March,2,2022,7.59,-12.09,3.37,-18.9531,-1,0.19,1,0.8031075735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2022-03-08,Tuesday,2,March,2,2022,0,416.25,3.37,1
94,ttm,0,stock,spy,sp_100_daily,Bear,283.16,283.21,280.57,282.14,268.3358,281.89,2019-05-23,Thursday,4,May,4,2019,283.74,2019-05-24,Friday,5,May,4,2019,2019-05-24,282.78,0,Friday,5,May,4,2019,282.09,2019-05-24,0,Friday,5,May,4,2019,1.65,284.2,2019-05-24,0,Friday,5,May,4,2019,0.46,-2.11,0.96,13.5542,1,1.6,1,0.338337915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-05-24,Friday,5,May,4,2019,0,282.78,0.96,1
